File.accession	File.format	Output.type	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Biosample.genetic.modifications.methods	Biosample.genetic.modifications.categories	Biosample.genetic.modifications.targets	Biosample.genetic.modifications.gene.targets	Biosample.genetic.modifications.site.coordinates	Biosample.genetic.modifications.zygosity	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Assembly	Genome.annotation	Platform	Controlled.by	File.Status	s3_uri	Audit.WARNING	Audit.INTERNAL_ACTION	Audit.NOT_COMPLIANT	Audit.ERROR
ENCFF095TYO	bed narrowPeak	optimal IDR thresholded peaks	ENCSR382PVA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	GTF2F1-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF033KIA, ENCFF266MOP, ENCFF366ELK	110208	ENCODE Processing Pipeline	460e9f143793618480cb42863a585128		https://www.encodeproject.org/files/ENCFF095TYO/@@download/ENCFF095TYO.bed.gz	hg19	NA			released	s3://encode-public/2018/01/24/29d7185b-bc97-48b7-a1aa-e2d8cbb6a09b/ENCFF095TYO.bed.gz	NA	NA	NA	NA
ENCFF468MIF	bed narrowPeak	optimal IDR thresholded peaks	ENCSR872EVQ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	PCBP1-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF138FLC, ENCFF306RGV, ENCFF680PCI	210709	ENCODE Processing Pipeline	ba9f061af426f9599bbfde4ae1061df9		https://www.encodeproject.org/files/ENCFF468MIF/@@download/ENCFF468MIF.bed.gz	hg19	NA			released	s3://encode-public/2017/02/10/2222736a-7b25-43ea-8b1e-484e6b4a6eed/ENCFF468MIF.bed.gz	NA	NA	NA	NA
ENCFF574YMJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR238QRG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	TBX3-human	DNA	NA	NA			False	2017-01-31	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF408HFJ, ENCFF447RTB, ENCFF968MAD	283367	ENCODE Processing Pipeline	63c5da4fc3c3ea560d12f4ffd7394112		https://www.encodeproject.org/files/ENCFF574YMJ/@@download/ENCFF574YMJ.bed.gz	hg19	NA			released	s3://encode-public/2016/12/17/177c6f4a-2991-43c3-8aa7-eab9897fe39a/ENCFF574YMJ.bed.gz	NA	NA	NA	NA
ENCFF807BXT	bed narrowPeak	optimal IDR thresholded peaks	ENCSR605YWG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	TBX3-human	DNA	NA	NA			False	2016-11-17	ENCODE	NA	NA	NA	2, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF075QET, ENCFF210KEP, ENCFF427HUY	124523	ENCODE Processing Pipeline	3b8da53e9d682463032b7d6e78b36a8e		https://www.encodeproject.org/files/ENCFF807BXT/@@download/ENCFF807BXT.bed.gz	hg19	NA			released	s3://encode-public/2016/09/01/f6a3a1b7-5e98-4b73-8950-67ec279e52e5/ENCFF807BXT.bed.gz	NA	NA	NA	NA
ENCFF104YWL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR616WEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/HBP1-human/	NA	NA	NA	HBP1-human	DNA	NA	NA			False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF033FPH, ENCFF216XJM, ENCFF321CVZ	277454	ENCODE Processing Pipeline	a50703f33fc1527de3069617ddc8f8e1		https://www.encodeproject.org/files/ENCFF104YWL/@@download/ENCFF104YWL.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/fe6bf7ed-8730-427f-948b-b01a4c7a1160/ENCFF104YWL.bed.gz	NA	NA	NA	NA
ENCFF763VWE	bed narrowPeak	optimal IDR thresholded peaks	ENCSR988ZSI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/RERE-human/	NA	NA	NA	RERE-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF210GLW, ENCFF482UEW, ENCFF656PXD	220304	ENCODE Processing Pipeline	f6bfa9265c4429c4b21251347e3ceec1		https://www.encodeproject.org/files/ENCFF763VWE/@@download/ENCFF763VWE.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/9deda156-54f4-4ff4-afbd-fef45e52461b/ENCFF763VWE.bed.gz	NA	NA	NA	NA
ENCFF681NJT	bed narrowPeak	optimal IDR thresholded peaks	ENCSR081WLS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RAD51-human	DNA	NA	NA			False	2016-09-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF241WWS, ENCFF377TYD, ENCFF633UOS	141962	ENCODE Processing Pipeline	02243fd2b0803e92a3cdaaa90f1f9c18		https://www.encodeproject.org/files/ENCFF681NJT/@@download/ENCFF681NJT.bed.gz	hg19	NA			released	s3://encode-public/2016/09/01/e5dc547e-02e1-4950-afd9-608d3cd69182/ENCFF681NJT.bed.gz	NA	NA	NA	NA
ENCFF181UHL	bed narrowPeak	optimal IDR thresholded peaks	ENCSR117CHD	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/HOMEZ-human/	NA	NA	NA	HOMEZ-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF508FYH, ENCFF686VAT, ENCFF736AEA	463857	ENCODE Processing Pipeline	57dad50c700c8e4289e6bd18fb4969a9		https://www.encodeproject.org/files/ENCFF181UHL/@@download/ENCFF181UHL.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/056f51ff-50f7-410b-bf9e-a543bd3ac8fa/ENCFF181UHL.bed.gz	NA	NA	NA	NA
ENCFF557KGA	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BNA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	ZBTB33-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF734JFJ, ENCFF770YEM, ENCFF839PVK	40188	ENCODE Processing Pipeline	aeba6b6c81f68e85e8ad06ed88b5c5cc		https://www.encodeproject.org/files/ENCFF557KGA/@@download/ENCFF557KGA.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/90be6adf-520c-4f63-9a65-0d0b9909276f/ENCFF557KGA.bed.gz	NA	NA	NA	NA
ENCFF070BHP	bed narrowPeak	optimal IDR thresholded peaks	ENCSR616OSG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KLF11-human/	NA	NA	NA	KLF11-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF215DET, ENCFF830KIZ, ENCFF994GPH	235812	ENCODE Processing Pipeline	8a83d2822921fd619042756080043c7b		https://www.encodeproject.org/files/ENCFF070BHP/@@download/ENCFF070BHP.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/fab72c13-8b9a-4bc3-a89f-ec816efeaed0/ENCFF070BHP.bed.gz	NA	NA	NA	NA
ENCFF688VHI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR356ECR	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RBM22-human	DNA	NA	NA	SDS	formaldehyde	False	2017-08-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF231NZX, ENCFF540AOE, ENCFF835IHR	640728	ENCODE Processing Pipeline	fc924e265574d49d0e9bb5225bd229c0		https://www.encodeproject.org/files/ENCFF688VHI/@@download/ENCFF688VHI.bed.gz	hg19	NA			released	s3://encode-public/2017/08/17/cbe3294f-94da-4567-8a4b-0edb223c7e5e/ENCFF688VHI.bed.gz	NA	NA	NA	NA
ENCFF570QVI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR031ING	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KDM6A-human/	NA	NA	NA	KDM6A-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF015FPS, ENCFF260NVN, ENCFF332ODB	245323	ENCODE Processing Pipeline	ece568d39a5df7824828cd55779281b6		https://www.encodeproject.org/files/ENCFF570QVI/@@download/ENCFF570QVI.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/3aeafc88-a996-4938-84aa-2eb632027921/ENCFF570QVI.bed.gz	NA	NA	NA	NA
ENCFF937MYV	bed narrowPeak	optimal IDR thresholded peaks	ENCSR066FXN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	HNRNPH1-human	DNA	NA	NA	SDS	formaldehyde	False	2017-12-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF043LEZ, ENCFF061XHO, ENCFF945SAK	46710	ENCODE Processing Pipeline	31ef26daf87a9f9a5171bc8f6f303164		https://www.encodeproject.org/files/ENCFF937MYV/@@download/ENCFF937MYV.bed.gz	hg19	NA			released	s3://encode-public/2017/02/10/5391f506-5d48-4f2f-80b8-e692bdc1804f/ENCFF937MYV.bed.gz	NA	NA	NA	NA
ENCFF233MID	bed narrowPeak	optimal IDR thresholded peaks	ENCSR315JJE	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	HNRNPL-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF158VHL, ENCFF834INF, ENCFF966PVP	404602	ENCODE Processing Pipeline	1000e5ae167a7e197f2dbedbfc166b4b		https://www.encodeproject.org/files/ENCFF233MID/@@download/ENCFF233MID.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/201f04c7-b7f9-436b-8b7f-19b8f0e8bc46/ENCFF233MID.bed.gz	NA	NA	NA	NA
ENCFF108RWG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EDT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	BHLHE40-human	DNA	NA	NA			False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF242UCP, ENCFF421CEV, ENCFF919QSI	326205	ENCODE Processing Pipeline	fc82e797bbc6c57a75a31c87bf1c63dd		https://www.encodeproject.org/files/ENCFF108RWG/@@download/ENCFF108RWG.bed.gz	hg19	NA			released	s3://encode-public/2017/12/09/76490ac1-e33b-4f9b-b5a2-6f2af69fc27a/ENCFF108RWG.bed.gz	NA	NA	NA	NA
ENCFF501KPU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	FOXP1-human	DNA	NA	NA			False	2017-01-27	ENCODE	NA	NA	NA	3, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF303DTM, ENCFF570HWZ, ENCFF592IDM	172257	ENCODE Processing Pipeline	95e02ff01b0c2f30969d7deb12d46698		https://www.encodeproject.org/files/ENCFF501KPU/@@download/ENCFF501KPU.bed.gz	hg19	NA			released	s3://encode-public/2016/06/13/0fa38ec8-4cf6-4c8d-a9d3-2db2fe96a9c0/ENCFF501KPU.bed.gz	NA	NA	NA	NA
ENCFF675TLS	bed narrowPeak	optimal IDR thresholded peaks	ENCSR267DFA	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	FOXA1-human	DNA	NA	NA			False	2016-07-28	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF400BJI, ENCFF432MIZ, ENCFF549YDX	167811	ENCODE Processing Pipeline	34278c629fe0428ac2f4c6dfa275bc15		https://www.encodeproject.org/files/ENCFF675TLS/@@download/ENCFF675TLS.bed.gz	hg19	NA			released	s3://encode-public/2016/06/28/2d9f5a26-39c5-4254-9e1b-fb1450f9e23f/ENCFF675TLS.bed.gz	NA	NA	NA	NA
ENCFF221GWO	bed narrowPeak	optimal IDR thresholded peaks	ENCSR339JTP	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RBM39-human	DNA	NA	NA	SDS	formaldehyde	False	2018-03-06	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF160DKY, ENCFF208QUF, ENCFF956IIT	594558	ENCODE Processing Pipeline	e742d68591af71826952747fb951f4b2		https://www.encodeproject.org/files/ENCFF221GWO/@@download/ENCFF221GWO.bed.gz	hg19	NA			released	s3://encode-public/2018/03/05/61fdd5c6-4fb6-4e86-ad53-3044a2d28fce/ENCFF221GWO.bed.gz	NA	NA	NA	NA
ENCFF663YBI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR784FYS	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RBFOX2-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF176EEQ, ENCFF543ACC, ENCFF743KRF	884540	ENCODE Processing Pipeline	287cfe54371940bfc646bdb49a71483e		https://www.encodeproject.org/files/ENCFF663YBI/@@download/ENCFF663YBI.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/716ac8e4-abc9-49a5-84fd-d279db3188a2/ENCFF663YBI.bed.gz	NA	NA	NA	NA
ENCFF337FIU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR128IYN	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	SNRNP70-human	DNA	NA	NA	SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF253IKF, ENCFF441DMR, ENCFF568NCD	6156	ENCODE Processing Pipeline	5c6e5dcd2e6257ba6e19a2c101e0f053		https://www.encodeproject.org/files/ENCFF337FIU/@@download/ENCFF337FIU.bed.gz	hg19	NA			released	s3://encode-public/2017/02/11/8800887d-35fa-4acb-b3b5-f9bfae0a238a/ENCFF337FIU.bed.gz	NA	NA	NA	NA
ENCFF775PPJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EDY	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	BRCA1-human	DNA	NA	NA			False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF698OHI, ENCFF884QMQ, ENCFF890UER	39567	ENCODE Processing Pipeline	275c0cb5c6eb3e6d2abcb295077fbb51		https://www.encodeproject.org/files/ENCFF775PPJ/@@download/ENCFF775PPJ.bed.gz	hg19	NA			released	s3://encode-public/2017/12/07/13c0c82f-f9e8-4e13-8685-e09fc652d0a7/ENCFF775PPJ.bed.gz	NA	NA	NA	NA
ENCFF459DRJ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000BMC	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	HDAC2-human	DNA	NA	NA			False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF380BKK, ENCFF561VAE, ENCFF724UMT	459887	ENCODE Processing Pipeline	c7902bf5a399621d8bc456b6fcbdcae4		https://www.encodeproject.org/files/ENCFF459DRJ/@@download/ENCFF459DRJ.bed.gz	hg19	NA			released	s3://encode-public/2017/12/08/6592c011-23fb-4282-b4c4-6a41893576c1/ENCFF459DRJ.bed.gz	NA	NA	NA	NA
ENCFF199GND	bed narrowPeak	optimal IDR thresholded peaks	ENCSR923UTX	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	NONO-human	DNA	NA	NA	SDS	formaldehyde	False	2017-08-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF170DYF, ENCFF246YPT, ENCFF572LJS	362880	ENCODE Processing Pipeline	ad6ac579bcd3ac2285eef43ba5157ecc		https://www.encodeproject.org/files/ENCFF199GND/@@download/ENCFF199GND.bed.gz	hg19	NA			released	s3://encode-public/2017/08/17/44f36d14-bb76-43e3-802f-cfddff1f6384/ENCFF199GND.bed.gz	NA	NA	NA	NA
ENCFF868WXR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR624GNZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	SRSF9-human	DNA	NA	NA	SDS	formaldehyde	False	2018-01-26	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF083ZXX, ENCFF302DUJ, ENCFF375IKN	17486	ENCODE Processing Pipeline	0d5603c909e43cb2fdfc713362a57425		https://www.encodeproject.org/files/ENCFF868WXR/@@download/ENCFF868WXR.bed.gz	hg19	NA			released	s3://encode-public/2018/01/10/032521cf-ba7e-4290-8609-d5748f23ad19/ENCFF868WXR.bed.gz	NA	NA	NA	NA
ENCFF308BSD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR950NAZ	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	LCORL-human	DNA	NA	NA			False	2017-07-28	ENCODE	NA	NA	NA	3, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF055OAG, ENCFF215PIH, ENCFF861MQX	191379	ENCODE Processing Pipeline	ff1f00b3d10b2d202ab46c6129027dc0		https://www.encodeproject.org/files/ENCFF308BSD/@@download/ENCFF308BSD.bed.gz	hg19	NA			released	s3://encode-public/2016/09/01/4001ff6a-5e07-4ac6-b991-326c40e2d0fe/ENCFF308BSD.bed.gz	NA	NA	NA	NA
ENCFF070SCG	bed narrowPeak	optimal IDR thresholded peaks	ENCSR487CPI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZFP64-human/	NA	NA	NA	ZFP64-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF283GFW, ENCFF438OOB, ENCFF922FYX	183537	ENCODE Processing Pipeline	d728173b05373ccb9284ac8d152dbe25		https://www.encodeproject.org/files/ENCFF070SCG/@@download/ENCFF070SCG.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/f485addc-bcbb-4491-8aa5-658fee11242d/ENCFF070SCG.bed.gz	NA	NA	NA	NA
ENCFF175VJE	bed narrowPeak	optimal IDR thresholded peaks	ENCSR757EKM	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/KLF6-human/	NA	NA	NA	KLF6-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF324CCI, ENCFF663UAG, ENCFF691KQK	328019	ENCODE Processing Pipeline	759e67b9de9bf6b40383040c8214673c		https://www.encodeproject.org/files/ENCFF175VJE/@@download/ENCFF175VJE.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/194cec6a-c106-42db-aa0a-86720e91fb01/ENCFF175VJE.bed.gz	NA	NA	NA	NA
ENCFF525IST	bed narrowPeak	optimal IDR thresholded peaks	ENCSR966PJY	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MIXL1-human/	NA	NA	NA	MIXL1-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF448PCX, ENCFF809ZJD, ENCFF873KEF	493929	ENCODE Processing Pipeline	63dc8b030b4c32688940030182cda026		https://www.encodeproject.org/files/ENCFF525IST/@@download/ENCFF525IST.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/1ea8611a-0c0c-4c14-8800-19dc242499a1/ENCFF525IST.bed.gz	NA	NA	NA	NA
ENCFF444QQD	bed narrowPeak	optimal IDR thresholded peaks	ENCSR019NPF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/SP5-human/	NA	NA	NA	SP5-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF641QBC, ENCFF732NXP, ENCFF881HQL	423232	ENCODE Processing Pipeline	23f5cdd8b56133fa7a428355f178f04e		https://www.encodeproject.org/files/ENCFF444QQD/@@download/ENCFF444QQD.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/6209900f-986f-4225-be2b-d656bbe9908e/ENCFF444QQD.bed.gz	NA	NA	NA	NA
ENCFF334ADP	bed narrowPeak	optimal IDR thresholded peaks	ENCSR925BFV	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/GATAD2A-human/	NA	NA	NA	GATAD2A-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF495XYH, ENCFF746YDM, ENCFF777VEL	903758	ENCODE Processing Pipeline	af48451ab07818969d653599d965580f		https://www.encodeproject.org/files/ENCFF334ADP/@@download/ENCFF334ADP.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/082a03d6-bf70-4d38-98e0-0ef6e6c061bf/ENCFF334ADP.bed.gz	NA	NA	NA	NA
ENCFF556DEP	bed narrowPeak	optimal IDR thresholded peaks	ENCSR683CSF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	ZNF207-human	DNA	NA	NA			False	2016-09-20	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF369GTZ, ENCFF459AGI, ENCFF694FNL	26931	ENCODE Processing Pipeline	c521f53794c533f3c0ed06c7b4434069		https://www.encodeproject.org/files/ENCFF556DEP/@@download/ENCFF556DEP.bed.gz	hg19	NA			released	s3://encode-public/2016/09/17/1cfda9fd-5697-4e63-8c67-a1f34ee8b3db/ENCFF556DEP.bed.gz	NA	NA	NA	NA
ENCFF336YRU	bed narrowPeak	optimal IDR thresholded peaks	ENCSR235OVI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/NFKBIZ-human/	NA	NA	NA	NFKBIZ-human	DNA	NA	NA			False	2018-02-10	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF747HUJ, ENCFF885JHN, ENCFF933XJC	255799	ENCODE Processing Pipeline	e66efb157f19a09eb2342f71add5062b		https://www.encodeproject.org/files/ENCFF336YRU/@@download/ENCFF336YRU.bed.gz	hg19	NA			released	s3://encode-public/2018/02/09/25f3727b-31c6-46bc-bf2d-58520cfc0de8/ENCFF336YRU.bed.gz	NA	NA	NA	NA
ENCFF584YYH	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EEG	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RAD21-human	DNA	NA	NA			False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF550URY, ENCFF741VOR, ENCFF770CIC	705911	ENCODE Processing Pipeline	a82ee2006f39ecbc61fc9f369c4f5341		https://www.encodeproject.org/files/ENCFF584YYH/@@download/ENCFF584YYH.bed.gz	hg19	NA			released	s3://encode-public/2017/12/07/e31338c0-deda-426d-81ba-3a9d5bb01d03/ENCFF584YYH.bed.gz	NA	NA	NA	NA
ENCFF507RHE	bed narrowPeak	optimal IDR thresholded peaks	ENCSR928API	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens							NA	NA	NA	RFX1-human	DNA	NA	NA			False	2017-11-14	ENCODE	NA	NA	NA	2, 3	NA	NA	NA		NA		ENCFF001TDO, ENCFF458YFL, ENCFF523TOV, ENCFF905UQM	117007	ENCODE Processing Pipeline	645691ce6019368a11effa03e652dbb9		https://www.encodeproject.org/files/ENCFF507RHE/@@download/ENCFF507RHE.bed.gz	hg19	NA			released	s3://encode-public/2017/11/11/083a4ccb-0576-4210-ab15-d7350ffdeef8/ENCFF507RHE.bed.gz	NA	NA	NA	NA
ENCFF516QUQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR173CTF	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF580-human/	NA	NA	NA	ZNF580-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF492JAE, ENCFF564BLB, ENCFF744DSR	423214	ENCODE Processing Pipeline	f340e9832aed446d4e7553e8f81c379b		https://www.encodeproject.org/files/ENCFF516QUQ/@@download/ENCFF516QUQ.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/4b2552f5-2179-41af-98ca-74e9b81bccf8/ENCFF516QUQ.bed.gz	NA	NA	NA	NA
ENCFF275GXO	bed narrowPeak	optimal IDR thresholded peaks	ENCSR441KFW	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/MXD4-human/	NA	NA	NA	MXD4-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF170VCK, ENCFF865CIF, ENCFF904UTL	385250	ENCODE Processing Pipeline	5d603e5aab03c69143da6dff69b92f9d		https://www.encodeproject.org/files/ENCFF275GXO/@@download/ENCFF275GXO.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/572711d5-327a-40f6-a5c8-3da00ead28fe/ENCFF275GXO.bed.gz	NA	NA	NA	NA
ENCFF834UDQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR327RFM	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/PAF1-human/	NA	NA	NA	PAF1-human	DNA	NA	NA			False	2016-11-08	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF430XML, ENCFF524AXD, ENCFF915ZUN	119861	ENCODE Processing Pipeline	419b9b4b667ea18de11d7244c7db6ee3		https://www.encodeproject.org/files/ENCFF834UDQ/@@download/ENCFF834UDQ.bed.gz	hg19	NA			released	s3://encode-public/2018/11/19/6eef3b94-f280-4223-b83a-4c315fc06af3/ENCFF834UDQ.bed.gz	NA	NA	NA	NA
