File.accession	File.format	Output.type	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Assembly	Platform	Controlled.by	File.Status	Restricted	Audit.WARNING	Audit.INTERNAL_ACTION	Audit.NOT_COMPLIANT	Audit.ERROR
ENCFF732HOE	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EWG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				GATA2-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF061TTI, ENCFF163ZFQ, ENCFF717ZNF	185950	ENCODE Processing Pipeline	0a5986cb974e654436fe293de05e5274		https://www.encodeproject.org/files/ENCFF732HOE/@@download/ENCFF732HOE.bed.gz	hg19			released	NA		biological replicates with identical biosample	insufficient read length, insufficient read depth, insufficient replicate concordance	
ENCFF417TXD	bed narrowPeak	optimal idr thresholded peaks	ENCSR359NFW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-USF2-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF058DFD, ENCFF138XJT, ENCFF165PIM	267307	ENCODE Processing Pipeline	b55f438e6fa9a3b6ae13846dda2ca4b7		https://www.encodeproject.org/files/ENCFF417TXD/@@download/ENCFF417TXD.bed.gz	hg19			released	NA	control low read depth, low read depth, missing genetic modification characterization			
ENCFF012VES	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFYA-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF003WYE, ENCFF690KLI, ENCFF711NWL	77635	ENCODE Processing Pipeline	ead81452d9d50afa34b4539574d408f5		https://www.encodeproject.org/files/ENCFF012VES/@@download/ENCFF012VES.bed.gz	hg19			released	NA	borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF549TYR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				EP300-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF140XPK, ENCFF379CMJ, ENCFF721DKV	499007	ENCODE Processing Pipeline	5c12903e8565056220d8fa3f42c54529		https://www.encodeproject.org/files/ENCFF549TYR/@@download/ENCFF549TYR.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF134NMW	bed narrowPeak	optimal idr thresholded peaks	ENCSR415TXN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NONO-human	DNA			SDS	formaldehyde	False	2017-02-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF028TZK, ENCFF609LOZ, ENCFF882WGE	90103	ENCODE Processing Pipeline	e27dcf77f1ba6a47765799b317b359ae		https://www.encodeproject.org/files/ENCFF134NMW/@@download/ENCFF134NMW.bed.gz	hg19			released	NA	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking			
ENCFF157UUF	bed narrowPeak	optimal idr thresholded peaks	ENCSR657EOF	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NFRKB-human	DNA					False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF235FNK, ENCFF338NAH, ENCFF674FOQ	360420	ENCODE Processing Pipeline	f149fb690dd6079819477e00024ce227		https://www.encodeproject.org/files/ENCFF157UUF/@@download/ENCFF157UUF.bed.gz	hg19			released	NA	low read depth			
ENCFF944GJH	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EHN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SMARCB1-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF318HRX, ENCFF573QSE, ENCFF790RYU	58560	ENCODE Processing Pipeline	b3ff6578520e0ba6f5791c57d2409267		https://www.encodeproject.org/files/ENCFF944GJH/@@download/ENCFF944GJH.bed.gz	hg19			released	NA	borderline replicate concordance, inconsistent target of control experiment, low read depth	biological replicates with identical biosample	insufficient read length	
ENCFF803COK	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BLR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF453GLP, ENCFF638TWN, ENCFF701TJB	33975	ENCODE Processing Pipeline	e601678321e35fd0a4da40e7902d95c4		https://www.encodeproject.org/files/ENCFF803COK/@@download/ENCFF803COK.bed.gz	hg19			released	NA	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth, insufficient replicate concordance	
ENCFF881XQF	bed narrowPeak	optimal idr thresholded peaks	ENCSR603REQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PCBP2-human	DNA			SDS	formaldehyde	False	2018-01-16	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF016WHL, ENCFF467EXO, ENCFF554MYS	47460	ENCODE Processing Pipeline	3ba52950fce22dbd107dae09bd3ed496		https://www.encodeproject.org/files/ENCFF881XQF/@@download/ENCFF881XQF.bed.gz	hg19			released	NA	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF396GUH	bed narrowPeak	optimal idr thresholded peaks	ENCSR440VKE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ADNP-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF590LRH, ENCFF603BTL, ENCFF748XDB	328085	ENCODE Processing Pipeline	c0f9021391f0142e862d9de195e2fccc		https://www.encodeproject.org/files/ENCFF396GUH/@@download/ENCFF396GUH.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth			
ENCFF034CQR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BNM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TAF7-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF070BNL, ENCFF271GZS, ENCFF611EGN	11755	ENCODE Processing Pipeline	7a373886ebf5e3085fc3dd43d0d662da		https://www.encodeproject.org/files/ENCFF034CQR/@@download/ENCFF034CQR.bed.gz	hg19			released	NA	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF606CCB	bed narrowPeak	optimal idr thresholded peaks	ENCSR620VIC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-CEBPG-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF014ZNK, ENCFF593QEG, ENCFF851RZA	580428	ENCODE Processing Pipeline	36b3049693b2c5d3cc2c9991f4dbc99a		https://www.encodeproject.org/files/ENCFF606CCB/@@download/ENCFF606CCB.bed.gz	hg19			released	NA	borderline replicate concordance, missing genetic modification characterization			
ENCFF002CVN	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DOG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			30756	ENCODE Consortium Analysis Working Group	f96359d316397bebb076f46153d104bf		https://www.encodeproject.org/files/ENCFF002CVN/@@download/ENCFF002CVN.bed.gz	hg19			released	NA		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF407AOX	bed narrowPeak	optimal idr thresholded peaks	ENCSR322CFO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZEB2-human	DNA					False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF295KFV, ENCFF597MUA, ENCFF846MNB	415569	ENCODE Processing Pipeline	66b1a2d68c92fbeb25faa3e5e7de339a		https://www.encodeproject.org/files/ENCFF407AOX/@@download/ENCFF407AOX.bed.gz	hg19			released	NA				
ENCFF423EMU	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGD	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BACH1-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF091TOR, ENCFF107CCL, ENCFF276CQA	88613	ENCODE Processing Pipeline	4a5e60199fc2e91ed05449790c0ead65		https://www.encodeproject.org/files/ENCFF423EMU/@@download/ENCFF423EMU.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF544XKC	bed narrowPeak	optimal idr thresholded peaks	ENCSR115SMW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PKNOX1-human	DNA					False	2016-06-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF279KYF, ENCFF572VXK, ENCFF967UHQ	884225	ENCODE Processing Pipeline	1be1447808c5db1b66e6c0b3f3cf0782		https://www.encodeproject.org/files/ENCFF544XKC/@@download/ENCFF544XKC.bed.gz	hg19			released	NA				
ENCFF721LDD	bed narrowPeak	optimal idr thresholded peaks	ENCSR011PEI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF175-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF195EMK, ENCFF260RNL, ENCFF472SCD	349948	ENCODE Processing Pipeline	ce3af08120a96fe3dd29ae6b4b209bae		https://www.encodeproject.org/files/ENCFF721LDD/@@download/ENCFF721LDD.bed.gz	hg19			released	NA	control low read depth, low read depth, missing genetic modification characterization, mild to moderate bottlenecking			
ENCFF408FQC	bed narrowPeak	optimal idr thresholded peaks	ENCSR876GXA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZBTB33-human	DNA					False	2016-06-23	ENCODE	NA	NA	NA	3, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF108BVL, ENCFF388RWJ, ENCFF778NFD	974557	ENCODE Processing Pipeline	a9f515a615c9736874c5b02b3ef2f106		https://www.encodeproject.org/files/ENCFF408FQC/@@download/ENCFF408FQC.bed.gz	hg19			released	NA	low read depth			
ENCFF626MVT	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGB	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TBL1XR1-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF205BAR, ENCFF676HRI, ENCFF850MTK	276959	ENCODE Processing Pipeline	2431f6463d18398443482deaf2effc00		https://www.encodeproject.org/files/ENCFF626MVT/@@download/ENCFF626MVT.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read length, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF002CVS	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DOC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BRF2-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			29151	ENCODE Consortium Analysis Working Group	f075234fcb2722a9724e3854f969ff0b		https://www.encodeproject.org/files/ENCFF002CVS/@@download/ENCFF002CVS.bed.gz	hg19			released	NA		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF812QPN	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFK-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF072BMK, ENCFF660EKS, ENCFF887IBL	482148	ENCODE Processing Pipeline	9508b48c5610d3882fe8c0e0e9bbd23e		https://www.encodeproject.org/files/ENCFF812QPN/@@download/ENCFF812QPN.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read length	biological replicates with identical biosample		
ENCFF642BNC	bed narrowPeak	optimal idr thresholded peaks	ENCSR699PVC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CBFA2T2-human	DNA					False	2017-09-28	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF341FSC, ENCFF723YNA, ENCFF866VBI	567549	ENCODE Processing Pipeline	9e6de62f30055b9cf52e5dfc02597efc		https://www.encodeproject.org/files/ENCFF642BNC/@@download/ENCFF642BNC.bed.gz	hg19			released	NA	mild to moderate bottlenecking			
ENCFF911VSD	bed narrowPeak	optimal idr thresholded peaks	ENCSR552YGL	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-NFE2-human	DNA					False	2016-08-24	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF140CQS, ENCFF619AGT, ENCFF688MMW	793523	ENCODE Processing Pipeline	d730a03d8ebbaaa61fa7df7a259778da		https://www.encodeproject.org/files/ENCFF911VSD/@@download/ENCFF911VSD.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth			
ENCFF168HAG	bed narrowPeak	optimal idr thresholded peaks	ENCSR263DFP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-PBX2-human	DNA					False	2016-08-24	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF075DYV, ENCFF475TJT, ENCFF869BQK	640919	ENCODE Processing Pipeline	2b8f415d6a0349fdfc57e3b592874f6a		https://www.encodeproject.org/files/ENCFF168HAG/@@download/ENCFF168HAG.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF962FQM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BNK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CTCFL-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF035SJF, ENCFF233FNU, ENCFF504VLL	216173	ENCODE Processing Pipeline	317367ecb7b8653dcc677b264e32d6d4		https://www.encodeproject.org/files/ENCFF962FQM/@@download/ENCFF962FQM.bed.gz	hg19			released	NA	borderline replicate concordance, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read depth, poor library complexity, severe bottlenecking	extremely low read depth
ENCFF186QUP	bed narrowPeak	optimal idr thresholded peaks	ENCSR189YMA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-VEZF1-human	DNA					False	2017-11-08	ENCODE	NA	NA	NA	3, 4	NA	NA	NA		NA		ENCFF001TDO, ENCFF349KFP, ENCFF531FSD, ENCFF568CWO	824002	ENCODE Processing Pipeline	e8579645ecac6889f007fbc6d51bd658		https://www.encodeproject.org/files/ENCFF186QUP/@@download/ENCFF186QUP.bed.gz	hg19			released	NA	missing genetic modification characterization	experiment not submitted to GEO		
ENCFF002DDJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DWE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-03-17	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001HTC, ENCFF001HTD	869756	ENCODE Consortium Analysis Working Group	8e9f23cdfc27292f8fc0f0b302cd296a		https://www.encodeproject.org/files/ENCFF002DDJ/@@download/ENCFF002DDJ.bed.gz	hg19			released	NA	control low read depth, low read depth, low read length, mild to moderate bottlenecking, inconsistent platforms		insufficient read depth, poor library complexity, severe bottlenecking	
ENCFF701MXF	bed narrowPeak	optimal idr thresholded peaks	ENCSR017GBO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-TFDP1-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF250VQN, ENCFF676RSO, ENCFF833HIY	415746	ENCODE Processing Pipeline	708b867532b9183badb53e580e240bf4		https://www.encodeproject.org/files/ENCFF701MXF/@@download/ENCFF701MXF.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, missing genetic modification characterization			
ENCFF462JFW	bed narrowPeak	optimal idr thresholded peaks	ENCSR706BJO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZBTB11-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF162YHD, ENCFF847LNA, ENCFF999XQG	421045	ENCODE Processing Pipeline	cbf4d9f37773b9077321587efc291d1d		https://www.encodeproject.org/files/ENCFF462JFW/@@download/ENCFF462JFW.bed.gz	hg19			released	NA	missing genetic modification characterization			
ENCFF891MVM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EWN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZNF263-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF051FKL, ENCFF100FXA, ENCFF537UES	67975	ENCODE Processing Pipeline	6f1947b757a7ffc01cf96e02420dce62		https://www.encodeproject.org/files/ENCFF891MVM/@@download/ENCFF891MVM.bed.gz	hg19			released	NA		biological replicates with identical biosample	insufficient read length	extremely low read depth
ENCFF002CWR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DOE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				GTF2B-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			72817	ENCODE Consortium Analysis Working Group	75b9839093fea57946dadfdef9ed7efd		https://www.encodeproject.org/files/ENCFF002CWR/@@download/ENCFF002CWR.bed.gz	hg19			released	NA		biological replicates with identical biosample, missing derived_from	insufficient read length	extremely low read depth
ENCFF654BMD	bed narrowPeak	optimal idr thresholded peaks	ENCSR257XVY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF83-human	DNA					False	2016-06-13	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF254TMJ, ENCFF392CTG, ENCFF609KYL	174216	ENCODE Processing Pipeline	23427149d84edb0eff7ef3d6750b8089		https://www.encodeproject.org/files/ENCFF654BMD/@@download/ENCFF654BMD.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, missing genetic modification characterization			
ENCFF973OME	bed narrowPeak	optimal idr thresholded peaks	ENCSR979QYJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MNT-human	DNA					False	2017-01-27	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF215LBC, ENCFF513RYM, ENCFF671OVE	404380	ENCODE Processing Pipeline	19ef8e287c2b6736403247c2b5842fef		https://www.encodeproject.org/files/ENCFF973OME/@@download/ENCFF973OME.bed.gz	hg19			released	NA	moderate library complexity, mild to moderate bottlenecking			
ENCFF665FHC	bed narrowPeak	optimal idr thresholded peaks	ENCSR093FKD	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-CREB3-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF313HJO, ENCFF328JKG, ENCFF572YZB	215831	ENCODE Processing Pipeline	13b3ccebe630aa070e48ffa45ad69399		https://www.encodeproject.org/files/ENCFF665FHC/@@download/ENCFF665FHC.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth, moderate library complexity, mild to moderate bottlenecking			
ENCFF802XZN	bed narrowPeak	optimal idr thresholded peaks	ENCSR608HVP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-KLF13-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF119DBB, ENCFF163SYH, ENCFF367KYN	180679	ENCODE Processing Pipeline	c2b97dbdcdb1a3eb640515e00cd7a237		https://www.encodeproject.org/files/ENCFF802XZN/@@download/ENCFF802XZN.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, missing genetic modification characterization, mild to moderate bottlenecking			
ENCFF408SNO	bed narrowPeak	optimal idr thresholded peaks	ENCSR167JBG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-DIDO1-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF307MIA, ENCFF377KNC, ENCFF816UNQ	122119	ENCODE Processing Pipeline	303ed3ff929ea3bdad495908705d0662		https://www.encodeproject.org/files/ENCFF408SNO/@@download/ENCFF408SNO.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth			
ENCFF929YBC	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DKA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-GATA2-human	DNA		see document	see document		False	2011-06-03	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF185LGX, ENCFF444LYN, ENCFF766MMM	366797	ENCODE Processing Pipeline	c240b9984e20cb1538912c0c4aa2b41c		https://www.encodeproject.org/files/ENCFF929YBC/@@download/ENCFF929YBC.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth, low read length		insufficient replicate concordance	
ENCFF507XOB	bed narrowPeak	optimal idr thresholded peaks	ENCSR000AUC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SUZ12-human	DNA		see document	see document		False	2012-08-06	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF692UFO, ENCFF731WWO, ENCFF809XWY	55253	ENCODE Processing Pipeline	cb67e6e280eb53c71e244ba182a543c1		https://www.encodeproject.org/files/ENCFF507XOB/@@download/ENCFF507XOB.bed.gz	hg19			released	NA	control low read depth, low read length, mixed read lengths, inconsistent platforms, mild to moderate bottlenecking	missing raw data in replicate	insufficient read depth, poor library complexity, severe bottlenecking, insufficient replicate concordance	
ENCFF077UYM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		30.0 minute	JUN-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF063HEH, ENCFF257FNC, ENCFF767GKW	166535	ENCODE Processing Pipeline	1bfdc3d3c368a4f534014f7554f50dcd		https://www.encodeproject.org/files/ENCFF077UYM/@@download/ENCFF077UYM.bed.gz	hg19			released	NA	control low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read depth	
ENCFF048OBR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TBL1XR1-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF029WBH, ENCFF148FBK, ENCFF570BGF	116170	ENCODE Processing Pipeline	af849a8e32cce9ef81c5076327bc52fa		https://www.encodeproject.org/files/ENCFF048OBR/@@download/ENCFF048OBR.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF421VCV	bed narrowPeak	optimal idr thresholded peaks	ENCSR410DWC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-PYGO2-human	DNA					False	2016-01-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF021CLN, ENCFF311BXD, ENCFF430YKE	119381	ENCODE Processing Pipeline	8e82d2a59d192105c2a8862db60b61c7		https://www.encodeproject.org/files/ENCFF421VCV/@@download/ENCFF421VCV.bed.gz	hg19			released	NA	missing genetic modification characterization, moderate library complexity, mild to moderate bottlenecking			
ENCFF927JBT	bed narrowPeak	optimal idr thresholded peaks	ENCSR818DQV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-MAFG-human	DNA					False	2016-01-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF421KPL, ENCFF638THQ, ENCFF703AYW	830198	ENCODE Processing Pipeline	3767fbcb94979dba34dfa376996af7a6		https://www.encodeproject.org/files/ENCFF927JBT/@@download/ENCFF927JBT.bed.gz	hg19			released	NA	missing genetic modification characterization			
ENCFF881QBT	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BQY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				PML-human	DNA		see document	see document		False	2012-02-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF357MIU, ENCFF475WRI, ENCFF647VTS	363996	ENCODE Processing Pipeline	8a230e2d708194877fa300a482c1d92a		https://www.encodeproject.org/files/ENCFF881QBT/@@download/ENCFF881QBT.bed.gz	hg19			released	NA	low read depth, low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF002CMJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BGW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SPI1-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA		NA	NA	NA		NA			551112	ENCODE Consortium Analysis Working Group	e5deb59ab10ad4f9cf73e327a1094fd3		https://www.encodeproject.org/files/ENCFF002CMJ/@@download/ENCFF002CMJ.bed.gz	hg19			released	NA	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF580QGA	bed narrowPeak	optimal idr thresholded peaks	ENCSR772EEN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-RELA-human	DNA					False	2016-01-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF347CVK, ENCFF401ROZ, ENCFF993MOQ	195207	ENCODE Processing Pipeline	e5b33520cb44052d0d417f7ef5d0e38a		https://www.encodeproject.org/files/ENCFF580QGA/@@download/ENCFF580QGA.bed.gz	hg19			released	NA	missing genetic modification characterization, moderate library complexity, mild to moderate bottlenecking			
ENCFF411DIA	bed narrowPeak	optimal idr thresholded peaks	ENCSR671GFC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-TAF7-human	DNA					False	2016-01-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF827LZB, ENCFF869TGI, ENCFF963EUU	225811	ENCODE Processing Pipeline	43ce1eff00a6b8021cc73f72e80b62a5		https://www.encodeproject.org/files/ENCFF411DIA/@@download/ENCFF411DIA.bed.gz	hg19			released	NA	missing genetic modification characterization			
